question_id,statement,human_labels,alternative_label,lean4_status,models_supporting_alternative_label,supporting_model_count
39,"For some groups of close temperature measures ( and NASA and NOAA are dealing with thousands of very close temperatures ) , one method of calculating an average can lead to a determination of warming while another can lead to a conclusion of cooling .",equivocation,intentional,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-thinking,2
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,ad hominem,lean_pass,gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b,6
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,ad populum,lean_pass,openai/gpt-4o-2024-11-20,1
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,fallacy of credibility,lean_pass,qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,2
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,fallacy of extension,lean_pass,deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,8
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,fallacy of relevance,lean_pass,anthropic/claude-sonnet-4.5; qwen/qwen3-235b-a22b-thinking-2507,2
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,false causality,lean_pass,openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,4
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,false dilemma,lean_pass,deepseek/deepseek-chat-v3.1; moonshotai/kimi-k2-thinking; x-ai_grok-4-fast,3
41,"Although alarmists frequently point to a modest recent shrinkage in the Arctic ice sheet , that decline has been completely offset by ice sheet expansion in the Antarctic . Cumulatively , polar ice sheets have not declined at all since NASA satellite instruments began precisely measuring them 35 years ago . Alarmist Assertion # 5",equivocation,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507,8
42,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",equivocation,appeal to emotion,lean_pass,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5,4
42,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",equivocation,fallacy of relevance,lean_pass,gemini-pro-thinking,1
42,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",equivocation,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,11
42,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",equivocation,faulty generalization,lean_pass,openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,3
42,"In addition , it said , the United States along with Bangladesh , China , Egypt , India , Indonesia , Japan , the Philippines and Vietnam are home to 50 million people who will be exposed to the effects of increased coastal flooding by 2040 , if 2.7 degrees of warming occur .",equivocation,intentional,lean_pass,moonshotai/kimi-k2-thinking,1
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,fallacy of extension,lean_pass,gemini-flash-thinking; qwen/qwen3-235b-a22b-thinking-2507,2
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,fallacy of relevance,lean_pass,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,9
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,false causality,lean_pass,gemini-flash-thinking; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,6
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,false dilemma,lean_pass,x-ai_grok-4-fast,1
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,faulty generalization,lean_pass,openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,5
43,"Legates interjects , “ Yes , the water has been rising for approximately 20,000 years . ”",equivocation,intentional,lean_pass,gemini-pro-non; gemini-pro-thinking,2
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,5
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,fallacy of extension,lean_pass,deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,8
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,fallacy of relevance,lean_pass,moonshotai/kimi-k2-thinking,1
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,false causality,lean_pass,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-thinking; openai/gpt-5; x-ai/grok-4-fast-thinking,6
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,false dilemma,lean_pass,moonshotai/kimi-k2-thinking; openai/gpt-oss-120b; x-ai_grok-4-fast,3
44,"By “ global warming ” these papers don ’ t , of course , mean the mild warming of around 0.8 degrees Celsius that the planet has experienced since the middle of the 19th century as the world crawled out of the Little Ice Age .",equivocation; intentional,faulty generalization,lean_pass,deepseek/deepseek-r1; openai/gpt-4o-2024-11-20,2
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,ad hominem,lean_pass,gemini-pro-non,1
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,ad populum,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,10
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,9
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,fallacy of credibility,lean_pass,gemini-flash-non; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,3
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,fallacy of extension,lean_pass,gemini-flash-thinking; openai/gpt-5; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking,4
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,false dilemma,lean_pass,openai/gpt-4o-2024-11-20,1
45,"That is , all these different experts from around the world — China , Russia , Canada , the U.S. , Italy , etc . — have been looking closely at different aspects of the global warming puzzle in various regions and on different timescales and come to the conclusion in irreproachable , peer-reviewed scientific ways that there is no evidence to support the global warming scare story .",equivocation; intentional,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,fallacy of extension,lean_pass,qwen_qwen3-235b-a22b-2507,1
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,fallacy of logic,lean_pass,deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5,6
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,fallacy of relevance,lean_pass,openai/gpt-oss-120b,1
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,false causality,lean_pass,gemini-flash-thinking; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,5
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,false dilemma,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; x-ai/grok-4-fast-thinking,9
46,"No one and nothing would experience it directly since we all live in regions , not the globe .",equivocation,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-non; openai/gpt-5; openai/gpt-oss-120b; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,6
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,ad hominem,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,12
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,ad populum,lean_pass,qwen_qwen3-235b-a22b-2507,1
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking,9
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,equivocation,lean_pass,openai/gpt-5,1
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,fallacy of extension,lean_pass,deepseek/deepseek-r1,1
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,fallacy of relevance,lean_pass,gemini-flash-thinking,1
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,false causality,lean_pass,openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507,2
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,false dilemma,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,9
48,"The liberal media might take issue with a U.S. think tank funding a study that says global warming does n't exist -- or at least has n't for 19 years -- but they 'll accept the findings from little ol ' Denmark , wo n't they ?",fallacy of credibility,faulty generalization,lean_pass,openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507,2
50,"We hope these examples , right out of the weather record books , compiled by C.C . Burt in his book Extreme Weather Changes , will help you to understand the scams alarmists are trying to pull .",appeal to emotion; fallacy of credibility,ad hominem,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,10
50,"We hope these examples , right out of the weather record books , compiled by C.C . Burt in his book Extreme Weather Changes , will help you to understand the scams alarmists are trying to pull .",appeal to emotion; fallacy of credibility,fallacy of extension,lean_pass,openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507,2
50,"We hope these examples , right out of the weather record books , compiled by C.C . Burt in his book Extreme Weather Changes , will help you to understand the scams alarmists are trying to pull .",appeal to emotion; fallacy of credibility,fallacy of relevance,lean_pass,gemini-flash-thinking,1
50,"We hope these examples , right out of the weather record books , compiled by C.C . Burt in his book Extreme Weather Changes , will help you to understand the scams alarmists are trying to pull .",appeal to emotion; fallacy of credibility,faulty generalization,lean_pass,deepseek/deepseek-r1; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b,5
51,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,ad hominem,lean_pass,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20,4
51,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,fallacy of extension,lean_pass,qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,2
51,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,fallacy of relevance,lean_pass,gemini-pro-thinking; moonshotai/kimi-k2-thinking,2
51,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,false causality,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,11
51,"One reason that the 2007 predictions of future polar bear survival were so far off base is that the model developed by American biologist Steven Amstrup ( now at Polar Bears International , an NGO ) assumed any polar bear population decline would be caused by less summer ice , despite the Beaufort Sea experience .",fallacy of credibility,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-pro-non; openai/gpt-5; openai/gpt-oss-120b; x-ai_grok-4-fast,6
53,“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy of credibility; intentional,ad populum,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-non; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,7
53,“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy of credibility; intentional,fallacy of extension,lean_pass,deepseek/deepseek-r1; qwen_qwen3-235b-a22b-2507,2
53,“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy of credibility; intentional,fallacy of relevance,lean_pass,gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-oss-120b,3
53,“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy of credibility; intentional,false causality,lean_pass,deepseek/deepseek-chat-v3.1; gemini-pro-non; openai/gpt-4o-2024-11-20; x-ai_grok-4-fast,4
53,“ Global warming ” is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017 .,fallacy of credibility; intentional,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,15
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,equivocation,lean_pass,openai/gpt-oss-120b; qwen_qwen3-235b-a22b-2507,2
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,fallacy of logic,lean_pass,gemini-flash-thinking,1
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,false causality,lean_pass,openai/gpt-4o-2024-11-20; openai/gpt-5; x-ai_grok-4-fast,3
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,false dilemma,lean_pass,gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-oss-120b,4
54,History advises us to welcome warmth and fear cold .,fallacy of credibility,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,13
55,"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",ad hominem; fallacy of credibility,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; deepseek/deepseek-r1; gemini-flash-non; gemini-flash-thinking; gemini-pro-non; gemini-pro-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,14
55,"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",ad hominem; fallacy of credibility,fallacy of extension,lean_pass,anthropic/claude-sonnet-4.5; gemini-pro-thinking; qwen_qwen3-235b-a22b-2507,3
55,"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",ad hominem; fallacy of credibility,fallacy of relevance,lean_pass,deepseek/deepseek-chat-v3.1,1
55,"The former president ’ s decision created a ticking time bomb , Zybach argues .
“",ad hominem; fallacy of credibility,false causality,lean_pass,deepseek/deepseek-r1; gemini-flash-non; gemini-pro-non; gemini-pro-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,9
56,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",fallacy of credibility,false causality,lean_pass,gemini-flash-non; gemini-flash-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai_grok-4-fast,8
56,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",fallacy of credibility,false dilemma,lean_pass,openai/gpt-5,1
56,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",fallacy of credibility,faulty generalization,lean_pass,anthropic/claude-sonnet-4.5; deepseek/deepseek-chat-v3.1; gemini-flash-thinking; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,9
56,"Research shows that this process is overpowering the erosion from sea-level rise , leading to net land-area gain .",fallacy of credibility,intentional,lean_pass,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking,3
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,ad hominem,lean_pass,gemini-pro-non; openai/gpt-4o-2024-11-20; qwen_qwen3-235b-a22b-2507; x-ai_grok-4-fast,4
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,appeal to emotion,lean_pass,anthropic/claude-sonnet-4.5; gemini-flash-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; openai/gpt-4o-2024-11-20; openai/gpt-5; openai/gpt-oss-120b; qwen/qwen3-235b-a22b-thinking-2507; x-ai/grok-4-fast-thinking; x-ai_grok-4-fast,10
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,equivocation,lean_pass,deepseek/deepseek-chat-v3.1; openai/gpt-5,2
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,fallacy of extension,lean_pass,qwen/qwen3-235b-a22b-thinking-2507; qwen_qwen3-235b-a22b-2507,2
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,fallacy of logic,lean_pass,x-ai/grok-4-fast-thinking,1
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,fallacy of relevance,lean_pass,gemini-flash-thinking; gemini-pro-non; moonshotai/kimi-k2-thinking; openai/gpt-5; openai/gpt-oss-120b,5
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,faulty generalization,lean_pass,gemini-pro-non; gemini-pro-thinking; moonshotai/kimi-k2-thinking; x-ai/grok-4-fast-thinking,4
57,"Even the modern godfather of global warming , ex-NASA Goddard Institute for Space Studies director James Hansen , has admitted that the Paris climate agreement is “ a fraud really , a fake. ”",fallacy of credibility,intentional,lean_pass,gemini-pro-thinking; qwen/qwen3-235b-a22b-thinking-2507,2
58,"Access to cleaner water has increased ; mortality from ‘ Extreme Weather Events ’ has declined by 99 per cent since the 1920s ; fewer people are dying from heat ; death rates from climate-sensitive diseases like malaria and diarrhoea have decreased ( since 1900 malaria death rates have declined 96 per cent ) ; hunger rates have declined ; poverty has declined ( GDP per capita has quadrupled since 1950 even as CO2 levels have sextupled ) ; life expectancy has more than doubled since the start of industrialisation ; health adjusted life expectancy has increased ; global inequality has decreased in terms of incomes , life expectancies and access to modern-day amenities ; the earth is green and more productive ; habitat lost to agriculture has peaked due to fossil fuel dependent technologies .",appeal to emotion; fallacy of extension; intentional,equivocation,lean_pass,qwen/qwen3-235b-a22b-thinking-2507,1
